site,day_of_month,month,year,text,species,count
Sale Water Park,25,September,2016,"2 Jackdaw ",Jackdaw,2
Sale Water Park,10,April,2015,"Also c100 jackdaw flying over to roost. ",Jackdaw,100
Sale Water Park,26,March,2015,"3 Jackdaw ",Jackdaw,3
Sale Water Park,4,November,2014,"1 common snipe, 1 grey heron, 16 goosander, 8 teal, 1 kingfisher, hundreds of jackdaws going to roost, also 1 what looked like a mandarin, the light had faded & was struggling as it was near the far island (bins only) I see simon gough had 2 on 10th oct. ",Jackdaw,1
Sale Water Park,16,December,2012," 4.15 over Broad Ees Dole area 1,000 Jackdaws coming to roost and performing combined aerial acrobats like Starlings. An impressive sight. And sound ",Jackdaw,4
Sale Water Park,16,November,2012,"Jackdaw ",Jackdaw,X
Sale Water Park,18,March,2012,"also large jackdaw roost this evening around 700+ ",Jackdaw,700
Sale Water Park,10,March,2012,"watched the corvid roost from the bank off the mersey 500+ mostly jackdaws & crows. ",Jackdaw,500
Sale Water Park,19,February,2012,"then as we where leaving got to see over 100 Jackdaws and Rooks come into roost ",Jackdaw,100
Sale Water Park,20,November,2011," Jackdaw roost at Broad Ees Dole, 4pm tonight included 185, plus incoming birds added up to c 500, but wasn't enough birds for a final roost! ",Jackdaw,4
Sale Water Park,20,November,2011,"Jackdaw - huge roost of several hundred birds, a very impressive sight. Phil counted 185, but hundreds more arrived en masse after that. ",Jackdaw,185
Sale Water Park,13,November,2011,"c2000 Jackdaw ",Jackdaw,2000
Fletcher Moss Park,9,April,2018,"Jackdaw x10 ",Jackdaw,10
Fletcher Moss Park,6,April,2016," I agree Tim (again!). A study done in Dorset on Ring-necked Parakeets showed the greatest impact was on Jackdaw tree hole nesting, as the species compete directly for older pre-excavated holes. Of course Jackdaws do nest elsewhere (chimneys etc) so not a total disaster for them ",Jackdaw,X
Chorlton Water Park,22,January,2017,"Jackdaw roost beginning to build late on. ",Jackdaw,X
Chorlton Water Park,4,June,2016," Lovely amble around the Mersey valley yesterday (Friday 3rd June), Kenworthy-Chorlton WP-Mersey-Chorlton Ees-Sale WP and back the same way. Over fifty species seen or heard, the highlights were:- Reed Warbler - showing well at Chorlton and Sale Sedge Warbler - singing and showing well on Chorlton Ees Swifts, Swallows, House and Sand Martins - eye level views along the Mersey Kingfisher - perched on flotsam around a storm drain for c5 mins near disused bridge Grey Wagtail - lovely male, same place as Kingfisher Buzzard - 3 birds over Chorlton Ees area interacting Sparrowhawk - male soaring over golf course near Jackson's Boat Kestrel - female hunting over fields behind Broad Ees Dole Little Grebe - lovely views of 3 adults Broad Ees Dole Jackdaw - mob of c20 watched at close quarters in paddock, Hardy's farm area Greenfinch - several on Barlow tip including a smart male wheezing! Lots of Blackcaps, Whitethroats and Chiffchaffs, 1 Willow Warbler Stock Dove - 3 of this attractive and underrated bird, 1 of which showed well on the river bank Reed Bunting - nice male with a beak full of insects Chorlton Ees on return leg Willow Tit - working the tree line at the edge of Chorlton Ees Bullfinch - nice male near Willenhall Lane exit of Kenworthy Wood ",Jackdaw,3
Chorlton Water Park,11,January,2015,"large flock of jackdaw heard on the golf course, settling in to roost ",Jackdaw,X
Chorlton Water Park,20,January,2013,"A flock of around 200 Jackdaws coming to roost ",Jackdaw,200
Chorlton Water Park,13,January,2013,"2 Ring Necked Parakeets and a Jackdaw heading south-east from Golf Club at 8.30am ",Jackdaw,2
Chorlton Water Park,29,May,2010,"Circa 140 Jackdaws into roost last night at Chorlton Cricket Club. ",Jackdaw,140
Chorlton Water Park,23,December,2008,"100+ Jackdaw at dusk ",Jackdaw,100
Chorlton Water Park,17,February,2008,"Jackdaw ",Jackdaw,X
Chorlton Water Park,1,May,2007,"Jackdaw - 25 on Barlow ",Jackdaw,25
Chorlton Water Park,5,February,2007,"45 Jackdaw over, 1 Kestrel ",Jackdaw,45
Pomona,18,May,2013,"35 Jackdaw ",Jackdaw,35
Pomona,9,September,2012,"Jackdaw 4 ",Jackdaw,4
Pomona,23,August,2012,"Jackdaw 4 ",Jackdaw,4
Pomona,12,June,2012,"Jackdaw (10 Weaste ETW) ",Jackdaw,10
Salford Quays,13,October,2012,"15 Jackdaw ",Jackdaw,15
Castle Irwell,25,September,2016,"150 Jackdaw ",Jackdaw,150
Castle Irwell,30,March,2016,"c.300 Jackdaws ",Jackdaw,300
Castle Irwell,22,February,2016,"200 Jackdaws ",Jackdaw,200
Castle Irwell,5,December,2015,"300 Jackdaws ",Jackdaw,300
The Cliff,25,September,2016,"150 Jackdaw ",Jackdaw,150
Northern Cemetery,15,March,2017,"50 Jackdaws ",Jackdaw,50
Northern Cemetery,22,February,2016,"200 Jackdaws ",Jackdaw,200
Northern Cemetery,28,January,2012,"5 Jackdaw ",Jackdaw,5
Buile Hill Park,25,March,2012,"10 Jackdaw ",Jackdaw,10
Buile Hill Park,17,November,2011,"18 Jackdaw ",Jackdaw,18
Weaste Cemetery,18,June,2011,"2 young Jackdaws ",Jackdaw,2
Weaste Cemetery,10,April,2011,"8 Jackdaws ",Jackdaw,8
Weaste Water Treatment Works,26,April,2018,"Jackdaw - 20. ",Jackdaw,20
Weaste Water Treatment Works,23,April,2012,"5 Jackdaw ",Jackdaw,5
Chorlton EES,15,January,2019,"Jackdaw 1700 ",Jackdaw,1700
Chorlton EES,19,December,2018,"Jackdaw 1200 - 1400 moving west out of Chorltonville ",Jackdaw,1200
Chorlton EES,22,November,2018,"Alongside the normal show of Jackdaws going to roost there seems to be a growing roost of Crows in the woods (compared to recent years). Giving the Buzzard and Owl a hard time ",Jackdaw,X
Chorlton EES,24,March,2018," Late afternoon walk today highlights: Hardy Farm area: 2 Meadow pipits, feeding on Hardy farm, a patch tick for me I think Bullfinches Chaffinches Great Spotted Woodpecker 2 Grey Heron Barlow tip: Great spotted Woodpecker probable Snipe, very brief sighting Bullfinch Redwings Buzzard (Also had 1 Woodcock here on 19th March) Chorlton Water Park: 3 Kingfishers 2 Goldeneye 1 Great crested grebe Chorlton ees: 30 redwings 2 Grey Heron C. 300 Jackdaw Reed bunting 1 Treecreeper 1 Kingfisher flying down river ",Jackdaw,2
Chorlton EES,10,December,2017,"200+ jackdaw coming in to roost late on ",Jackdaw,200
Chorlton EES,30,March,2017," 300+ jackdaw and a buzzard on the Ees this evening. ",Jackdaw,300
Chorlton EES,26,February,2017,"200+ jackdaw coming to roost at dusk ",Jackdaw,200
Chorlton EES,29,January,2017,"Jackdaw (4) ",Jackdaw,4
Chorlton EES,20,October,2016," Short walk this eve: 2 kestrel (m) being harrased by magpies and jackdaws 1 Ring-necked parakeet Great spotted woodpecker 1 kingfisher Lots of goldcrest Plenty of the usual suspects ",Jackdaw,2
Chorlton EES,19,October,2016,"Jackdaw (40 flying over towards Turn Moss) ",Jackdaw,40
Chorlton EES,31,January,2016,"Big Jackdaw roost starting to build. ",Jackdaw,X
Chorlton EES,17,January,2016,"c25 jackdaw ",Jackdaw,25
Chorlton EES,15,December,2015,"c500 Jackdaw ",Jackdaw,500
Chorlton EES,12,November,2015," First time to Chorlton Ees, but I will be frequenting often from now on! I'm fairly new to the area, although not Manchester. I was wondering if anyone knew if the Short Eared Owls were likely to still be around? Nothing to be seen from them today! What I did see however: 2 Bullfinch 10 Siskin 20+ Goldfinch 1 Jay 3 Kestrels (at once) I saw more, put i presumed it was the same ones coming round again. 1 Buzzard Small flock of around 8 Fieldfare Then plenty of all the usual suspects. Robin, Blackbird, magpie, jackdaw etc. All seen between 12-3pm ",Jackdaw,2
Chorlton EES,7,November,2015,"Birds of note besides the usual stream of Jackdaw over were... ",Jackdaw,X
Chorlton EES,5,November,2015,"Jackdaws are gathering in number as they prepare for roost. ",Jackdaw,X
Chorlton EES,2,November,2015,"- Jackdaw lots over, and some Carrion Crow ",Jackdaw,X
Chorlton EES,30,October,2015," If it is any help I have visited the area at around 9am , 1, 3 and 4 pm over the last 3 days with only the 4 pm slot being productive for me on wed and today - although Phil Kelly saw it around mid-day yesterday. Both times I picked it up high coming onto the field being mobbed. When it was hidden in the field its presence was given away by an attendant circle of magpies on the ground, and at one stage a mobbing group of c. 40 crow and jackdaw above. I hope this helps anyone wanting to catch up with the bird over the weekend. ps great sunset tonight bird or no bird. Chris ",Jackdaw,9
Chorlton EES,30,October,2015,"Flew in from the direction of Hardy Farm at 4pm. Stayed in the field mainly hidden on the ground with occasional flights. Harassed by Crows, Jackdaws and Magpies throughout. Still hidden in field when I left at 4:50. ",Jackdaw,4
Chorlton EES,28,October,2015,"Coming back from Broad Ees Dole along the Mersey to Jackson Boat I picked up a Short Eared Owl over the tall poplar trees over in Chorlton Ees. A quick dash round the other side of the river found it quartering over the field adjacent to the cobbled road. I watched it from 3:45 to 4:10 while it was regularly mobbed by magpies. It was finally disturbed by a dog walker and it gathered height (pursued by Jackdaws) before heading off North East. ",Jackdaw,3
Chorlton EES,15,February,2015,"Jackdaw ",Jackdaw,X
Chorlton EES,1,February,2015,"c10 jackdaw ",Jackdaw,10
Chorlton EES,1,April,2014,"Jackdaw ",Jackdaw,X
Chorlton EES,21,February,2011," Dave Bishops' 'Jackdaw City' on the friends of Chorlton Meadows blog spot, posted 5th Feb ",Jackdaw,5
Chorlton EES,21,February,2011,"Jackdaws at Claude Road, Chorlton cum Hardy between Brookburn Road and North Meade. 1124+, lots flew over from different directions and didn't land. All left at 5.08pm. ",Jackdaw,1124
Chorlton EES,2,February,2011," My last post refered to 'lots of Jackdaws over at dusk'. From early Dec 2010 I have noticed a steady movement of Jackdaws over Chorlton (and recently Withington) starting about an hour before dusk, all heading in the same direction. The birds are congregating in tall trees along Darley Avenue / Hardy Lane and Chorltonville and then clustering in a pre-roost gathering in the tall trees at the pumping station at the end of Brookburn Rd. 1100 - 1200 birds were there this evening before all departing en-mass over Chorlton Ees in the direction of Stretford (Cemetary ?) by 17.15. I suspect I missed hundreds more which had passed over the Ees earlier. Now to find the roost. ",Jackdaw,2010
Chorlton EES,13,December,2010,"Lots of Jackdaws over at dusk today. Nothing at the cow field on a quick visit at dusk. ",Jackdaw,X
Turn Moss,15,March,2018,"Jackdaw 16 ",Jackdaw,16
Turn Moss,19,October,2016,"Jackdaw (2) ",Jackdaw,2
Turn Moss,29,March,2013,"8 jackdaws ",Jackdaw,8
Turn Moss,26,February,2013,"starlings, crows, magpies & jackdaws. ",Jackdaw,X
Turn Moss,16,November,2012,"Jackdaw (2) ",Jackdaw,2
Turn Moss,24,July,2012," Jackdaw 3 ",Jackdaw,3
Turn Moss,10,July,2012,"50 Jackdaw ",Jackdaw,50
Turn Moss,13,April,2012,"2 jackdaws ",Jackdaw,2
Turn Moss,26,February,2012,"jackdaws & starlings ",Jackdaw,X
Turn Moss,1,February,2012,"Jackdaw (a small flock of 12 birds) ",Jackdaw,12
Heaton Park,23,February,2013,"230 Jackdaw flew north west in small parties ",Jackdaw,230
Heaton Park,28,December,2012,"At several points during my visit, the sky was filled with Gulls of various species though it was difficult in the light to make out more than that the vast majority were Black-headed. Then as dusk approached and the Crows and Jackdaws tried to assemble to roost, they too were put up by something unseen. There must have been 500+ Gulls and 200+ mixed Crows and Jackdaws in the air on these occasions. ",Jackdaw,500
Heaton Park,25,May,2012,"Loads of Jackdaws ",Jackdaw,X
Heaton Park,7,December,2011,"400+ Jackdaw ",Jackdaw,400
Heaton Park,26,November,2011,"100+ Chaffinch, 40+ Linnet, Bullfinch, 7+ Reed Bunting, 25+ Blackbird, 2 Song Thrush, 40+ Redwing, 5 Fieldfare, 7 Stock Stove, 60+ Magpie and 300+ Jackdaw. ",Jackdaw,100
Heaton Park,12,November,2011,"280+ Jackdaw into roost ",Jackdaw,280
Heaton Park,11,November,2011,"Jackdaws (flying over boating lake) 30+ ",Jackdaw,30
Heaton Park,30,May,2011," Had a couple of nice long walks around the park yesterday and today. Lots of young birds about including: Carrion Crows, Jackdaws, Long-tailed, Blue and Great Tits, GS Woodpeckers and Nuthatch. Unfortunately, the Canada Geese appear to have had multiple broods between them, but on the brighter side Moorhen, Coot and Mallard all have chicks and seem to be doing well. ",Jackdaw,X
Heaton Park,19,December,2010," 197 Jackdaw NW at dusk - heading towards Bury ",Jackdaw,197
Heaton Park,23,November,2010," I have seen similar size jackdaw flocks flying into heaton park at dusk from the road parrentholme sports centre is on.. ",Jackdaw,X
Heaton Park,22,November,2010,"Driving south along Middleton Road, on the eastern edge of the park, at 7.20 this morning - a quick sighting of 2 separate flocks of Jackdaws of c50 birds each flying eastwards out the park - where presumably they roost? ",Jackdaw,7
Heaton Park,20,October,2010,"Jackdaw 57 W (7 high groups) ",Jackdaw,57
Heaton Park,2,January,2010,"About 120 Carrion Crow and 200 Jackdaw into roost. ",Jackdaw,120
Mersey Vale Country Park,17,January,2010,"Jackdaw 14 ",Jackdaw,14
Burnage Rugby Football Club,24,January,2013,"Also in field over river c32 lapwings, largest group I have ever seen here, 50-60 redwing, jackdaw, crows, BH and common gulls, wood pigeon and 2 stock dove. Exact numbers were difficult as farmer muck spreading, so birds moved frequently, but clearly enjoying what was being spread. ",Jackdaw,32
